"File","Nested","ContainerJar","Loader","ModIds","DisplayName","Version","Authors","Credits","LicenseDeclared","LicenseNormalized","LicenseCategory","Homepage","IssueTracker","BundledLicenseFiles","LicenseFileCount","RootLicenseFiles","ComponentLicenseFiles","AmbiguousLicenseFiles","SplitLicenseHint","SniffedLicenseFiles","Sha1","PackVersion","ModrinthProjectId","ModrinthSlug","ModrinthTitle","ModrinthLicenseId","ModrinthLicenseName","ModrinthLicenseUrl","ModrinthLicenseCategory","ModrinthUrl","LicenseAgreement"
"ItemBorders-1.21-neoforge-1.2.5.jar","False","","NeoForge","itemborders, neoforge, minecraft, iceberg, prism, legendarytooltips","Item Borders","1.2.5","Grend","","CC BY-NC-ND 4.0","CC BY-NC-ND","CC (no derivatives)","https://anthonyhilyard.com/","","","0","","","","False","","b5ae56007c0bbb86b9a05f9f12b522ed485d7884","v0.0.1-Alpha","b1fMg6sH","item-borders","Item Borders","CC-BY-NC-ND-4.0","Creative Commons Attribution Non Commercial No Derivatives 4.0 International","","CC (no derivatives)","https://modrinth.com/mod/item-borders","Match"
"Jade-1.21.1-NeoForge-15.10.5.jar","False","","NeoForge","jade, neoforge","Jade","${file.jarVersion}","Snownee","TehNut, ProfMobius, kalkafox","CC-BY-NC-SA-4.0","CC BY-NC-SA","CC (non-commercial)","https://www.curseforge.com/minecraft/mc-mods/jade","","","0","","","","False","","d5bf134b3dbde9f5258666823900e21341dc0a50","v0.0.1-Alpha","nvQzSEkH","jade","Jade 🔍","CC-BY-NC-SA-4.0","Creative Commons Attribution Non Commercial Share Alike 4.0 International","","CC (non-commercial)","https://modrinth.com/mod/jade","Match"
"jearchaeology-1.21.0-1.1.5.jar","False","","NeoForge","jearchaeology, neoforge, minecraft, jei, emi","Just Enough Archaeology","1.21.0-1.1.5","LobsterJonn","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","0","","","","False","","db6532fc1630450bac0a4d38ce87feb97696b88f","v0.0.1-Alpha","K0LQpdmm","just-enough-archaeology","Just Enough Archaeology","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/just-enough-archaeology","Match"
"jeed-1.21-2.3.2.jar","False","","NeoForge","jeed, neoforge, minecraft","Just Enough Effects Descriptions","1.21-2.3.2","MehVahdJukaar","MehVahdJukaar, Plantkillable","GLP3","GLP3","Custom - review manually","","https://github.com/MehVahdJukaar/JustEnoughEffectDescriptions/issues","","0","","","","False","","144ffaf459b58db14614a7e1ef3425c2594e30b6","v0.0.1-Alpha","EO27GKs1","just-enough-effect-descriptions-jeed","Just Enough Effect Descriptions (JEED)","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/just-enough-effect-descriptions-jeed","MISMATCH"
"jei-1.21.1-neoforge-19.27.0.346.jar","False","","NeoForge","jei, neoforge, minecraft","Just Enough Items","19.27.0.346","mezz","","The MIT License (MIT)","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/jei","https://github.com/mezz/JustEnoughItems/issues?q=is%3Aissue","","0","","","","False","","c9b7e1b94121fed6617b72456d4cc1ba18c17f11","v0.0.1-Alpha","u6dRKJwZ","jei","Just Enough Items (JEI)","MIT","MIT License","","Permissive","https://modrinth.com/mod/jei","Match"
"jupiter-2.3.7-1.21.1-neoforge.jar","False","","NeoForge","jupiter, neoforge, minecraft","Jupiter","2.3.7","IAFEnvoy","","LGPL-3.0","LGPL","Weak copyleft","","https://github.com/IAFEnvoy/Jupiter/issues","","0","","","","False","","569fb484ea5c8e8d690945ad4cd132131a719751","v0.0.1-Alpha","XbiLGMMU","jupiter","Jupiter","LGPL-3.0-or-later","GNU Lesser General Public License v3.0 or later","","Weak copyleft","https://modrinth.com/mod/jupiter","Match"
"justenoughbreeding-neoforge-1.21.1-3.1.0.jar","False","","NeoForge","justenoughbreeding, neoforge, minecraft","Just Enough Breeding","3.1.0","Christofmeg","","The MIT License (MIT)","MIT","Permissive","https://github.com/Christofmeg/JustEnoughBreeding","https://github.com/Christofmeg/JustEnoughBreeding/issues","","0","","","","False","","e8d4564ea93a3d6c2004e7bf1501b754af377f87","v0.0.1-Alpha","9Pk89J3g","justenoughbreeding","Just Enough Breeding (JEBr)","MIT","MIT License","","Permissive","https://modrinth.com/mod/justenoughbreeding","Match"
"JustEnoughProfessions-neoforge-1.21.1-4.0.5.jar","False","","NeoForge","justenoughprofessions, jei, neoforge, minecraft","Just Enough Professions (JEP)","${file.jarVersion}","Mrbysco, ShyNieke","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/just-enough-professions-jep","https://github.com/Mrbysco/JustEnoughProfessions/issues","LICENSE_JustEnoughProfessions","1","LICENSE_JustEnoughProfessions","","","False","","b97a7420738c2ac020ad15e8f6ac472aad288af2","v0.0.1-Alpha","kB56GtWA","just-enough-professions-jep","Just Enough Professions (JEP)","MIT","MIT License","","Permissive","https://modrinth.com/mod/just-enough-professions-jep","Match"
"JustEnoughResources-NeoForge-1.21.1-1.6.0.17.jar","False","","NeoForge","jeresources, jei","Just Enough Resources","1.6.0.17","way2muchnoise","","'Don't Be a Jerk' non-commercial care-free license","CC BY-NC","CC (non-commercial)","https://www.curseforge.com/minecraft/mc-mods/just-enough-resources-jer","https://github.com/way2muchnoise/JustEnoughResources/issues","","0","","","","False","","e739d69b2de31ca8c0cb4691ab08e823f153bc44","v0.0.1-Alpha","uEfK2CXF","just-enough-resources-jer","Just Enough Resources (JER)","LicenseRef-Dont-Be-a-Jerk","","https://github.com/way2muchnoise/JustEnoughResources/blob/master/LICENSE.md","Custom (LicenseRef)","https://modrinth.com/mod/just-enough-resources-jer","ModrinthCustom"
"justzoom_neoforge_2.1.0_MC_1.21.1.jar","False","","NeoForge","justzoom, konkrete, neoforge, minecraft","Just Zoom","2.1.0","Keksuccino","","DSMSLv3 (DON'T SNATCH MA STUFF LICENSE v3)","DSMSLv3 (DON'T SNATCH MA STUFF LICENSE v3)","Custom - review manually","","","","0","","","","False","","328da50972fa693b8e6f337d4a9560d4a6170ac3","v0.0.1-Alpha","iAiqcykM","just-zoom","Just Zoom","LicenseRef-DSMSLv2","","https://github.com/Keksuccino/JustZoom/blob/main/LICENSE.md","Custom (LicenseRef)","https://modrinth.com/mod/just-zoom","ModrinthCustom"
"keybindbundles-1.3.1.jar","False","","NeoForge","keybindbundles, neoforge, minecraft","KeyBind Bundles","1.3.1","Matyrobbrt","","MIT","MIT","Permissive","","","","0","","","","False","","f79e5ec268c784ef8eb0e3756602da7ea0ca1c3c","v0.0.1-Alpha","qs2zRREk","keybind-bundles","KeyBind Bundles","MIT","MIT License","","Permissive","https://modrinth.com/mod/keybind-bundles","Match"
"KeybindsPurger-1.4.0-neoforge-1.21.1.jar","False","","NeoForge","keybindspurger","KeybindsPurger","1.4.0","ZedDevStuff","","MIT","MIT","Permissive","https://modrinth.com/mod/keybindspurger","https://github.com/ZedDevStuff/KeybindsPurger/issues","","0","","","","False","","8e1baa9ab8aa4b2efaefd39df54b241bd64533df","v0.0.1-Alpha","iaH7LvLy","keybindspurger","KeybindsPurger","MIT","MIT License","https://github.com/ZedDevStuff/KeybindsPurger/blob/1.20.1/LICENSE","Permissive","https://modrinth.com/mod/keybindspurger","Match"
"konkrete_neoforge_1.9.9_MC_1.21.jar","False","","NeoForge","konkrete, neoforge, minecraft","Konkrete","1.9.9","Keksuccino","","Apache-2.0","Apache-2.0","Permissive","","","","0","","","","False","","97771eb287d5ac7fe667d1df9493d5e54c8ca1fa","v0.0.1-Alpha","J81TRJWm","konkrete","Konkrete","Apache-2.0","Apache License 2.0","","Permissive","https://modrinth.com/mod/konkrete","Match"
"kotlinforforge-5.11.0-all.jar","False","","Unknown / not a mod","","","","","","","UNDECLARED","Unknown","","","","0","","","","False","","4d83e8a8e8cb06b306d2cea1e903680fe513f1f3","v0.0.1-Alpha","ordsPcFz","kotlin-for-forge","Kotlin for Forge","LGPL-2.1-only","GNU Lesser General Public License v2.1 only","","Weak copyleft","https://modrinth.com/mod/kotlin-for-forge","JarUndeclared"
"kubejs-create-neoforge-2101.3.1-build.18.jar","False","","NeoForge","kubejs_create, kubejs, create","KubeJS Create","2101.3.1-build.18","latvian.dev","","MIT","MIT","Permissive","https://kubejs.com","https://kubejs.com/support?source=kubejs_create&mc=2101&loader=neoforge","","0","","","","False","","f54d9ff53909771d27e4d9d135c3707cd5d5f855","v0.0.1-Alpha","T38eAZQC","kubejs-create","KubeJS Create","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/kubejs-create","MISMATCH"
"kubejs-neoforge-2101.7.2-build.368.jar","False","","NeoForge","kubejs, neoforge, rhino, jei, roughlyenoughitems, emi, betteradvancedtooltips","KubeJS","2101.7.2-build.368","latvian.dev","","GNU LGPLv3","LGPL","Weak copyleft","https://kubejs.com","https://kubejs.com/support?source=kubejs&mc=2101&loader=neoforge","","0","","","","False","","edf131afd474151afe076ea975ce5fec5a206ad8","v0.0.1-Alpha","umyGl7zF","kubejs","KubeJS","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/kubejs","Match"
"kubejsadditions-neoforge-1.21.1-6.0.0.jar","False","","NeoForge","kubejsadditions, neoforge, kubejs, jei, jade","KubeJS Additions","1.21.1-6.0.0","ILIKEPIEFOO2","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://legacy.curseforge.com/minecraft/mc-mods/kubejs-additions","https://github.com/Hunter19823/kubejsadditions/issues","","0","","","","False","","a7b90a34b8a56d187fbd957d4353fa80f93a3553","v0.0.1-Alpha","BZemjxZb","kubejs-additions","KubeJS Additions","MIT","MIT License","","Permissive","https://modrinth.com/mod/kubejs-additions","MISMATCH"
"kubejstweaks-1.0.6.jar","False","","NeoForge","kubejstweaks, neoforge, minecraft, alltheleaks, kubejs","KubeJS Tweaks","1.0.6","Uncandango","Uncandango","MIT","MIT","Permissive","","","","0","","","","False","","6548ec47aa6b0498c3018cde40d9d0a203b67446","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"L_Ender's Cataclysm 1.21.1-3.31-optimaztion2.jar","False","","NeoForge","cataclysm, neoforge, minecraft, curios, lionfishapi","L_Ender's Cataclysm 1.21.1","3.31-optimaztion2","L_Ender","","All assets of The Cataclysm are unlicensed and all rights are reserved to them by MCL_Ender. The source code LGPL v3.0 license","All assets of The Cataclysm are unlicensed and all rights are reserved to them by MCL_Ender. The source code LGPL v3.0 license","Split / multiple - review","","","","0","","","","False","","83db2c85b8b7eca901e164cd229c455ae2dc778b","v0.0.1-Alpha","46KJle7n","l_enders-cataclysm","L_Ender's Cataclysm","CC-BY-NC-ND-4.0","Creative Commons Attribution Non Commercial No Derivatives 4.0 International","","CC (no derivatives)","https://modrinth.com/mod/l_enders-cataclysm","MISMATCH"
"laserbridges-1.21.1-neoforge-5.3.jar","False","","NeoForge","laserbridges, neoforge, minecraft, deimos","Laser Bridges & Doors","5.3","Mars","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/laser-bridges-doors","","","0","","","","False","","7948963864bce55a574d7c254c39760e9653bcc0","v0.0.1-Alpha","wz31BboV","laser-bridges-and-doors","Laser Bridges & Doors","MIT","MIT License","","Permissive","https://modrinth.com/mod/laser-bridges-and-doors","Match"
"laserio-1.9.11.jar","False","","NeoForge","laserio, neoforge, minecraft, mekanism","LaserIO","1.9.11","Direwolf20, ErrorMikey","Direwolf20, ErrorMikey, CPW and the entire neoforge team.","MIT (https://github.com/Direwolf20-MC/LaserIO/blob/main/LICENSE.txt)","MIT","Permissive","https://github.com/Direwolf20-MC/LaserIO","https://github.com/Direwolf20-MC/LaserIO/issues","","0","","","","False","","0545bff65926346c9663fe3c397029561a87400f","v0.0.1-Alpha","","","","","","","","","NotOnModrinth"
"legendary_monsters-2.1.18 MC 1.21.1.jar","False","","NeoForge","legendary_monsters, neoforge, minecraft","legendary_monsters","1.21.1","${mod_authors}","","${mod_license}","${mod_license}","Custom - review manually","","","","0","","","","False","","19400f432e9aee57faf902866b40bea0c710de4c","v0.0.1-Alpha","9d9Bkqva","legendary-monsters","Legendary Monsters","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/legendary-monsters","MISMATCH"
"LegendaryTooltips-1.21.1-neoforge-1.5.5.jar","False","","NeoForge","legendarytooltips, neoforge, minecraft, iceberg, prism, equipmentcompare","Legendary Tooltips","1.5.5","Grend","","CC BY-NC-ND 4.0","CC BY-NC-ND","CC (no derivatives)","https://anthonyhilyard.com/","","","0","","","","False","","e7d3b66f3afe115c709749739f26f807ca8e827b","v0.0.1-Alpha","atHH8NyV","legendary-tooltips","Legendary Tooltips","CC-BY-NC-ND-4.0","Creative Commons Attribution Non Commercial No Derivatives 4.0 International","","CC (no derivatives)","https://modrinth.com/mod/legendary-tooltips","Match"
"letmedespawn-1.21.x-neoforge-1.5.0.jar","False","","NeoForge","letmedespawn, neoforge, minecraft, almanac","Let Me Despawn","1.5.0","frikinjay","","GNU LGPL 3.0","LGPL","Weak copyleft","","https://github.com/frikinjay/let-me-despawn/issues","","0","","","","False","","576fe2edaa96e7e71015287457bd52f87646d968","v0.0.1-Alpha","vE2FN5qn","lmd","Let Me Despawn","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/lmd","Match"
"lionfishapi-3.0.jar","False","","NeoForge","lionfishapi, neoforge, minecraft","lionfishapi","3.0","L_Ender","","LGPL","LGPL","Weak copyleft","","","","0","","","","False","","934336ca431f40be60c98ea4efb9512e3abd83a8","v0.0.1-Alpha","FoVacERa","lionfish-api","Lionfish-API","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/lionfish-api","Match"
"lithostitched-1.7.12-neoforge-21.1.jar","False","","NeoForge","lithostitched","Lithostitched","1.7.12","Apollo","","MIT","MIT","Permissive","","","","0","","","","False","","a9eb610624bd782bba17647d293abcb0507e7b2d","v0.0.1-Alpha","XaDC71GB","lithostitched","Lithostitched","MIT","MIT License","","Permissive","https://modrinth.com/mod/lithostitched","Match"
"little-big-redstone-1.9.2-1.21.1.jar","False","","NeoForge","little_big_redstone, neoforge, tesseract_api, emi, jei, guideme","Little Big Redstone","1.9.2-1.21.1","Swedz","","MIT","MIT","Permissive","https://github.com/Swedz/Little-Big-Redstone","https://github.com/Swedz/Little-Big-Redstone/issues","LICENSE","1","LICENSE","","","False","","9e484e69f150d171a81da9979200984af6f52f75","v0.0.1-Alpha","cdz2XZgU","little-big-redstone","Little Big Redstone","MIT","MIT License","","Permissive","https://modrinth.com/mod/little-big-redstone","Match"
"livingthings-neoforge-1.21.1-2.3.0.jar","False","","NeoForge","livingthings, neoforge, minecraft","Living Things","1.21.1-2.3.0","Buecher_wurm","","CC BY-NC-ND 4.0","CC BY-NC-ND","CC (no derivatives)","https://github.com/tristankechlo/LivingThings","","LICENSE","1","LICENSE","","","False","","b5a54f8fd82c5e34558f3034e6c1fa00d3a3284c","v0.0.1-Alpha","UKDLi1GJ","living-things","Living Things","CC-BY-NC-ND-4.0","Creative Commons Attribution Non Commercial No Derivatives 4.0 International","","CC (no derivatives)","https://modrinth.com/mod/living-things","Match"
"lmft-1.1.1+1.21.9-neoforge.jar","False","","NeoForge","lmft, neoforge, minecraft","Load My F***ing Tags","1.1.1+1.21.9","Blodhgarm","","CC0-1.0","CC0","Permissive","","","","0","","","","False","","492d597ca216f9d099be112e77a9a5c7ed138770","v0.0.1-Alpha","67kVxsaO","lmft","Load My F***ing Tags","CC0-1.0","Creative Commons Zero v1.0 Universal","","Permissive","https://modrinth.com/mod/lmft","Match"
"lootjs-neoforge-1.21.1-3.7.0.jar","False","","NeoForge","lootjs, neoforge, minecraft, kubejs","LootJS","1.21.1-3.7.0","AlmostReliable","","GNU Lesser General Public License v3.0","LGPL","Weak copyleft","","https://github.com/AlmostReliable/lootjs/issues","","0","","","","False","","54ffddd1763ae4af84e9bbcb22e4081a1e7f3556","v0.0.1-Alpha","fJFETWDN","lootjs","LootJS: KubeJS Addon","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/lootjs","Match"
"lootr-neoforge-1.21.1-1.11.37.121.jar","False","","NeoForge","lootr, minecraft, neoforge","Lootr","1.21.1-1.11.37.121","Noobanidus","","https://github.com/noobanidus/Lootr/blob/1.16/LICENSE","https://github.com/noobanidus/Lootr/blob/1.16/LICENSE","Custom (URL)","https://minecraft.curseforge.com/projects/lootr","https://github.com/noobanidus/Lootr/issues","","0","","","","False","","88c574c084ea00ddbda6a8c3ea29f1ec700e5fe2","v0.0.1-Alpha","EltpO5cN","lootr","Lootr","MIT","MIT License","","Permissive","https://modrinth.com/mod/lootr","MISMATCH"
"luminax-1.3.1_neoforge_1.21.1.jar","False","","NeoForge","luminax, neoforge, minecraft","Luminax","1.3.1","Satherov","","LGPLv3","LGPL","Weak copyleft","","","","0","","","","False","","8ec996b9783d05d4c107a3ea727ff9c7d52ce452","v0.0.1-Alpha","v8pgbyzm","luminax","Luminax","LGPL-3.0-or-later","GNU Lesser General Public License v3.0 or later","","Weak copyleft","https://modrinth.com/mod/luminax","Match"
"MagnumTorch-v21.1.1-1.21.1-NeoForge.jar","False","","NeoForge","magnumtorch, neoforge, minecraft, puzzleslib","Magnum Torch","21.1.1","Fuzs","","MPL-2.0","MPL-2.0","Weak copyleft","https://github.com/Fuzss/magnumtorch","https://github.com/Fuzss/magnumtorch/issues","LICENSE-ASSETS.md; LICENSE.md","2","LICENSE.md","LICENSE-ASSETS.md","","True","","e507e0c5c0008d541da9f1f64842446c4ecb9d1f","v0.0.1-Alpha","jorDmSKv","magnum-torch","Magnum Torch","MPL-2.0","Mozilla Public License 2.0","","Weak copyleft","https://modrinth.com/mod/magnum-torch","Match"
"mahoutsukai-1.21.1-v1.36.8.jar","False","","NeoForge","mahoutsukai","Mahou Tsukai","1.21.1-v1.36.8","stepsword","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","0","","","","False","","bd5846a9b5321d904bf21a0b1ed19c11a31e8bdd","v0.0.1-Alpha","7jOxn6qJ","mahou-tsukai","Mahou Tsukai","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/mahou-tsukai","Match"
"mcjtylib-1.21-9.0.21.jar","False","","NeoForge","mcjtylib, neoforge","McJtyLib","${file.jarVersion}","McJty","","MIT License https://github.com/McJtyMods/McJtyLib/blob/1.21_neo/LICENSE","MIT","Permissive","http://github.com/McJtyMods/McJtyLib/","http://github.com/McJtyMods/McJtyLib/issues","","0","","","","False","","ae0cadbb2c3f4fabc955e627f8bbefa281aa5d3f","v0.0.1-Alpha","1Zu0uTEE","mcjtylib","McJtyLib","MIT","MIT License","","Permissive","https://modrinth.com/mod/mcjtylib","Match"
"mcw-bridges-3.1.2-mc1.21.1neoforge.jar","False","","NeoForge","mcwbridges","Macaw's Bridges","3.1.2","Sketch Macaw & Peachy Macaw","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/macaws-bridges","","","0","","","","False","","71ece28129789a2123cf07e79938f488d8675bb2","v0.0.1-Alpha","GURcjz8O","macaws-bridges","Macaw's Bridges","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/macaws-bridges","Match"
"mcw-doors-1.1.5-mc1.21.1neoforge.jar","False","","NeoForge","mcwdoors","Macaw's Doors","1.1.5","Sketch Macaw & Sketch Peachy","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/macaws-doors","","","0","","","","False","","c127904f23db1a641dd9e065ec51c5c177cb4cd7","v0.0.1-Alpha","kNxa8z3e","macaws-doors","Macaw's Doors","MIT","MIT License","","Permissive","https://modrinth.com/mod/macaws-doors","Match"
"mcw-furniture-3.4.1-mc1.21.1neoforge.jar","False","","NeoForge","mcwfurnitures","Macaw's Furniture","3.4.1","Sketch Macaw","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/macaws-furniture","","","0","","","","False","","3dccc819f14bcc60b3683edd82ca8c5e64964229","v0.0.1-Alpha","dtWC90iB","macaws-furniture","Macaw's Furniture","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/macaws-furniture","Match"
"mcw-holidays-1.1.2-mc1.21.1neoforge.jar","False","","NeoForge","mcwholidays","Macaw's Holidays","1.1.2","Sketch Macaw & Peachy Macaw","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/macaws-holidays","","","0","","","","False","","fbe2d2239fdab916120357ca3c45f582ca34f71d","v0.0.1-Alpha","rH20L2Lp","macaws-holidays","Macaw's Holidays","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/macaws-holidays","Match"
"mcw-lights-1.1.5-mc1.21.1neoforge.jar","False","","NeoForge","mcwlights","Macaw's Lights and Lamps","1.1.5","Sketch Macaw & Peachy Macaw","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/macaws-lights-and-lamps","","","0","","","","False","","13c1107caf26b2c60d8626b3658b26cc7f634b38","v0.0.1-Alpha","w4an97C2","macaws-lights-and-lamps","Macaw's Lights and Lamps","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/macaws-lights-and-lamps","Match"
"mcw-mcwfences-1.2.1-mc1.21.1neoforge.jar","False","","NeoForge","mcwfences","Macaw's Fences and Walls","1.2.1","Sketch Macaw & Peachy Macaw","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/macaws-fences-and-walls","","","0","","","","False","","b5580c3fc521ed8bf4db3e407bd590efc317f74d","v0.0.1-Alpha","GmwLse2I","macaws-fences-and-walls","Macaw's Fences and Walls","MIT","MIT License","","Permissive","https://modrinth.com/mod/macaws-fences-and-walls","Match"
"mcw-mcwpaths-1.1.1-mc1.21.1neoforge.jar","False","","NeoForge","mcwpaths","Macaw's Paths and Pavings","1.1.1","Sketch Macaw & Peachy Macaw","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/macaws-paths-and-pavings","","","0","","","","False","","4bb7e1d28eef19f87438881b0f582a15297b95ae","v0.0.1-Alpha","VRLhWB91","macaws-paths-and-pavings","Macaw's Paths and Pavings","MIT","MIT License","","Permissive","https://modrinth.com/mod/macaws-paths-and-pavings","Match"
"mcw-mcwstairs-1.0.2-mc1.21.1neoforge.jar","False","","NeoForge","mcwstairs","Macaw's Stairs and Balconies","1.0.2","Sketch Macaw & Sketch Peachy","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/macaws-stairs","","","0","","","","False","","1ee43d693c821efc955a74e551f94372af90a140","v0.0.1-Alpha","iP3wH1ha","macaws-stairs","Macaw's Stairs","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/macaws-stairs","Match"
"mcw-mcwwindows-2.4.2-mc1.21.1neoforge.jar","False","","NeoForge","mcwwindows","Macaw's Windows","2.4.2","Sketch Macaw & Peachy Macaw","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/macaws-windows","","","0","","","","False","","eb1d3c118acb450cc2fe14c2ce7ce247a1bca60c","v0.0.1-Alpha","C7I0BCni","macaws-windows","Macaw's Windows","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/macaws-windows","Match"
"mcw-paintings-1.1.0-mc1.21.1neoforge.jar","False","","NeoForge","mcwpaintings","Macaw's Paintings","1.1.0","Art made by Peachy, coded by Sketch Macaw","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/macaws-paintings","","","0","","","","False","","7e637b44624da6a3b7cd6cfd26324c3f116d4da6","v0.0.1-Alpha","okE6QVAY","macaws-paintings","Macaw's Paintings","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/macaws-paintings","Match"
"mcw-roofs-2.3.2-mc1.21.1neoforge.jar","False","","NeoForge","mcwroofs","Macaw's Roofs","2.3.2","Sketch Macaw & Sketch Peachy","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/macaws-roofs","","","0","","","","False","","05806ff152fab56f7c1b4b215d772ea73611283d","v0.0.1-Alpha","B8jaH3P1","macaws-roofs","Macaw's Roofs","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/macaws-roofs","Match"
"mcw-trapdoors-1.1.5-mc1.21.1neoforge.jar","False","","NeoForge","mcwtrpdoors","Macaw's Trapdoors","1.1.5","Sketch Macaw & Peachy Macaw","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/macaws-trapdoors","","","0","","","","False","","1f8b59e31f889f53b6296b42ee09d447e7e56620","v0.0.1-Alpha","n2fvCDlM","macaws-trapdoors","Macaw's Trapdoors","MIT","MIT License","","Permissive","https://modrinth.com/mod/macaws-trapdoors","Match"
"mcwbyg-neoforge-1.21.1-1.6.jar","False","","NeoForge","mcwbyg, neoforge, minecraft, biomeswevegone, addonslib","Macaw's Oh The Biomes We've Gone","1.21.1-1.6","Samlegamer","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/macaws-byg-bwg","https://github.com/Samlegamer/Macaw-s-Addons/issues","LICENSE_Macaw's Oh The Biomes We've Gone","1","LICENSE_Macaw's Oh The Biomes We've Gone","","","False","","c41a4d1cbd8165b8f34cb0cb60bf3bd61f0a1fbc","v0.0.1-Alpha","s4B19O5h","macaws-byg-bwg","Macaw's Oh The Biomes You'll Go / We've Gone","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/macaws-byg-bwg","Match"
"mcwregionsunexplored-neoforge-1.21.1-1.6.jar","False","","NeoForge","mcwregionsunexplored, neoforge, minecraft, regions_unexplored, addonslib","Macaw's Regions Unexplored","1.21.1-1.6","Samlegamer","","All Rights Reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/macaws-regions-unexplored","https://github.com/Samlegamer/Macaw-s-Addons/issues","LICENSE_Macaw's Regions Unexplored","1","LICENSE_Macaw's Regions Unexplored","","","False","","f63b16adf0b78203dec01af7ae61b66273148b48","v0.0.1-Alpha","4d7eGKIA","macaws-regions-unexplored","Macaw's Regions Unexplored","LicenseRef-All-Rights-Reserved","","","ARR - check terms","https://modrinth.com/mod/macaws-regions-unexplored","Match"
"megacells-4.11.0.jar","False","","NeoForge","megacells, ae2","MEGA Cells","4.11.0","90","s/o to the AE2 dev team and the AE2 Discord server for making this all possible.","LGPLv3.0","LGPL","Weak copyleft","https://github.com/62832/MEGACells","https://github.com/62832/MEGACells/issues","LICENSE_megacells","1","LICENSE_megacells","","","False","","ba6fe208a9172df1c68815fac7b0145f8052853b","v0.0.1-Alpha","jjuIRIVr","mega","MEGA Cells","LGPL-3.0-only","GNU Lesser General Public License v3.0 only","","Weak copyleft","https://modrinth.com/mod/mega","Match"
"Mekanism-1.21.1-10.7.19.85.jar","False","","NeoForge","mekanism, minecraft, neoforge, jei, appmek, enderio_conduits_modded, laserio, jaopca, fissionrecipe","Mekanism","10.7.19","Aidancbrady, Thommy101, Thiakil, pupnewfster, dizzyd","unpairedbracket, CyanideX, Ridanisaurus and many others","MIT","MIT","Permissive","https://aidancbrady.com/mekanism/","https://github.com/mekanism/Mekanism/issues","","0","","","","False","","b78945c40cfe7640408f3fd1e44da385a8c8b805","v0.0.1-Alpha","Ce6I4WUE","mekanism","Mekanism","MIT","MIT License","","Permissive","https://modrinth.com/mod/mekanism","Match"
