"File","Nested","ContainerJar","Loader","ModIds","DisplayName","Version","Authors","Credits","LicenseDeclared","LicenseNormalized","LicenseCategory","Homepage","IssueTracker","BundledLicenseFiles","Sha1","PackVersion"
"create-enchantment-industry-2.5.0-preview-alpha1.jar","False","","NeoForge","create_enchantment_industry, neoforge, minecraft, create, create_dragons_plus, apothic_enchanting, apotheosis, apothic_spawners, sable, touhou_little_maid","Create: Enchantment Industry","2.5.0-preview-alpha1","DragonsPlus","","LGPL-3.0-or-later","LGPL","Weak copyleft","https://github.com/DragonsPlusMinecraft/CreateEnchantmentIndustry","https://github.com/DragonsPlusMinecraft/CreateEnchantmentIndustry/issues","LICENSE.txt","b1122189ae731195cfc04cd54ceac3d1418db164","v0.0.1-Alpha"
"createaddition-1.6.0.jar","False","","NeoForge","createaddition, neoforge, create, jei, computercraft, simulated, minecraft","Create Crafts & Additions","1.6.0","MRH0","","MIT","MIT","Permissive","https://github.com/mrh0/createaddition","https://github.com/mrh0/createaddition/issues","","87b539d41ed238e98b26c607c0c81a973323147e","v0.0.1-Alpha"
"createappliedkinetics-1.5.4-1.21.1.jar","False","","NeoForge","createappliedkinetics, neoforge, minecraft, create","Create: Applied Kinetics","1.5.4-1.21.1","Forsteri123","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","dd2df3b8febb78721be502aceff16af979a91314","v0.0.1-Alpha"
"createbigcannons-5.11.7+mc.1.21.1.jar","False","","NeoForge","createbigcannons, neoforge, minecraft, create, ritchiesprojectilelib, copycats, framedblocks, curios, sable, simulated, aeronautics, offroad","Create Big Cannons","5.11.7","rbasamoyai","","MIT and CC BY-NC-SA (see github for details)","MIT","Permissive","","https://github.com/Cannoneers-of-Create/CreateBigCannons/issues","","c90ee0b2142e2c58d233e150cb3a24c7cb07eb2d","v0.0.1-Alpha"
"createdeco-2.1.3.jar","False","","NeoForge","createdeco, neoforge, minecraft, create","Create Deco","2.1.3","Kayla, Talrey, Ordana, Cassian","","All Rights Reserved","All Rights Reserved","ARR - check terms","","https://github.com/talrey/CreateDeco/","","93d9eff58b46c6953e907d071e6be4e3ce07be38","v0.0.1-Alpha"
"CreateDragonsPlus-1.11.2b.jar","False","","NeoForge","create_dragons_plus, neoforge, minecraft, create","Create: Dragons Plus","1.11.2b","DragonsPlus","","LGPL-3.0-or-later","LGPL","Weak copyleft","https://github.com/DragonsPlusMinecraft/CreateDragonsPlus","https://github.com/DragonsPlusMinecraft/CreateDragonsPlus/issues","LICENSE.txt; LICENSE-CREATE.txt","c0427a7f657f583694e485186621bdeda16ca8dd","v0.0.1-Alpha"
"createfood-neoforge-1.21.1-2.6.0.jar","False","","NeoForge","createfood, neoforge, minecraft, create, farmersdelight","Create: Food","2.6.0","average_anime","","GPL-3.0","GPL","Strong copyleft","https://github.com/AverageAnime/create-food-multiloader","","","3f38d35242974e17fc0fb93c3502cb7956ae1a9a","v0.0.1-Alpha"
"createframed-1.21.1-1.8.2.jar","False","","NeoForge","createframed, neoforge, minecraft, create","Create: Framed","1.8.2","DakotaPride","","MIT","MIT","Permissive","","","","222c998ffc62cd734e1318134c7f182c68f2b527","v0.0.1-Alpha"
"createnuclear-1.3.2-beta.3-neoforge.jar","False","","NeoForge","createnuclear, neoforge, minecraft, create","Create Nuclear","1.3.2-beta.3","Create Nuclear","","All Rights Reserved","All Rights Reserved","ARR - check terms","","https://github.com/Giovanniricotta2002/CreateNuclearForge/issues","","c4349006fd07e614b0de3c5982d7f0d0a818c98c","v0.0.1-Alpha"
"CreateNumismatics-1.0.20+neoforge-mc1.21.1.jar","False","","NeoForge","numismatics, neoforge, minecraft, create","Create: Numismatics","1.0.20+neoforge-mc1.21.1","IThundxr, Violet, Pink, Slimeist, Razziel","","LGPL","LGPL","Weak copyleft","","https://github.com/Layers-of-Railways/CreateNumismatics/issues","","9883bfd6fef5bd5068f9174ddccba5047849c922","v0.0.1-Alpha"
"createoreexcavation-1.21-1.6.8.jar","False","","NeoForge","createoreexcavation, neoforge, create, minecraft, kubejs, kubejs_create","Create Ore Excavation","1.6.8","tom5454","tom5454","MIT License","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/create-ore-excavation","https://github.com/tom5454/Create-Ore-Excavation/issues","","9a76b86ec7470d4bd7332f22d6e50a3693098c10","v0.0.1-Alpha"
"CreativeCore_NEOFORGE_v2.13.41_mc1.21.1.jar","False","","NeoForge","creativecore, neoforge, minecraft","CreativeCore","2.13.41","CreativeMD","","LGPL-3.0-only","LGPL","Weak copyleft","https://modrinth.com/mod/creativecore","https://github.com/CreativeMD/CreativeCore/issues","","4b666b4668b77fdc1ac34a183aae58a432999970","v0.0.1-Alpha"
"CreeperOverhaul-neoforge-1.21.1-4.0.6.jar","False","","NeoForge","creeperoverhaul, geckolib, resourcefulconfig, neoforge, minecraft","Creeper Overhaul","4.0.6","Artist/Creator - Joosh, Dev - ThatGravyBoat","","All rights reserved","All Rights Reserved","ARR - check terms","","","","5a07cc032df790e7d110ad3dedb7a76253ffd565","v0.0.1-Alpha"
"Cucumber-1.21.1-8.0.16.jar","False","","NeoForge","cucumber, neoforge, minecraft","Cucumber Library","8.0.16","BlakeBr0","","MIT","MIT","Permissive","https://blakesmods.com/cucumber","https://github.com/BlakeBr0/Cucumber/issues","","0e97553af44d39d1976fe6feb4baf1c30c6b2f06","v0.0.1-Alpha"
"cupboard-1.21.1-3.8.jar","False","","NeoForge","cupboard, minecraft","Cupboard mod","3.8","Someaddon","","ARR","All Rights Reserved","ARR - check terms","","","","39df849e5a338dfe9ccb7632b1849c20357e597b","v0.0.1-Alpha"
"curios-neoforge-9.5.1+1.21.1.jar","False","","NeoForge","curios, neoforge, minecraft","Curios API","9.5.1+1.21.1","C4","","LGPL-3.0-or-later","LGPL","Weak copyleft","https://github.com/TheIllusiveC4/Curios","https://github.com/TheIllusiveC4/Curios/issues","LICENSE; COPYING; COPYING.LESSER","418fcd42e3a7844c9bdc71c9b6401fdb3894e0c4","v0.0.1-Alpha"
"cyclopscore-1.21.1-neoforge-1.29.1.jar","False","","NeoForge","cyclopscore, neoforge, minecraft","Cyclops Core","1.29.1","rubensworks (aka kroeser)","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/cyclops-core","https://github.com/CyclopsMC/CyclopsCore/issues","","0cf9060effb3a6245f74f115ff6dc9566de67a5f","v0.0.1-Alpha"
"darkmodeeverywhere-1.21-1.3.5.jar","False","","NeoForge","darkmodeeverywhere, neoforge, minecraft","Dark Mode Everywhere","1.21-1.3.5","Buuz135","","MIT","MIT","Permissive","","","","db5a7066cf14dbd1867c1afe6c91a6041009c8c2","v0.0.1-Alpha"
"deep_aether-1.21.1-1.1.5.1.jar","False","","NeoForge","deep_aether, neoforge, minecraft, aether, aeroblender","Deep Aether","1.21.1-1.1.5.1","RazorDevs","Unofficial Add-on to the Aether mod. Textures by 345boneshoss and Aethyus. Code by TunefulTurnip and darksonic300. Contibutions from team members.","Assets: All Rights Reserved; Code: GPL-3.0","GPL","Strong copyleft","https://modrinth.com/mod/deep-aether","https://github.com/RazorDevs/Deep-Aether/issues","","2cffdb08d7cb068186cf0fe766fd937425889af1","v0.0.1-Alpha"
"deeperdarker-neoforge-1.21.1-1.4.1.jar","False","","NeoForge","deeperdarker, minecraft, neoforge","Deeper and Darker","1.4.1","Kyanite Team","NewJumperr, nitro_dynamite18, angxdd, pr_ib, MainlyMaya","GPL-3.0","GPL","Strong copyleft","","https://github.com/KyaniteMods/DeeperAndDarker/issues","","b6094adde68bd4b909bc75c64901e1f3fb99ad8f","v0.0.1-Alpha"
"deimos-1.21.1-neoforge-2.7.jar","False","","NeoForge","deimos, neoforge, minecraft","Deimos","2.7","Mars","","MIT","MIT","Permissive","https://modrinth.com/mod/deimos","","","1b026e8e83030a27e762294f87f30eea5b23fa58","v0.0.1-Alpha"
"deployer-0.1.2.jar","False","","NeoForge","deployer, neoforge, minecraft, create, compat_manager, repackaged, create_factory_logistics","Deployer","0.1.2","Liukrast, SWZO","Credits to SWZO and Propants for the main idea","MIT","MIT","Permissive","https://liukrast.net/","https://github.com/LIUKRAST/Deployer/issues","","c3d2d9baad2e714cb8bf8ae6df9bc9cac6e87c1c","v0.0.1-Alpha"
"derenderpatcher-2.0.0.jar","False","","NeoForge","derenderpatcher, neoforge, minecraft, brandonscore, codechickenlib, draconicevolution, embeddium, immediatelyfast, iris, sodium","Draconic Evolution Render Patcher","2.0.0","Yrley","","MIT","MIT","Permissive","","","","10e1d91f894f3afc8657b8080084ebd66c86daf1","v0.0.1-Alpha"
"Design-n-Decor-1.21.1-2.2b.jar","False","","NeoForge","dndecor, neoforge, minecraft, flywheel, ponder, create","Design n' Decor","2.2b","LopyLuna, DrMangoTea","","MIT & ARR","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/create-design-n-decor","","","ff5f0411a3d82e15d69b65617128f6d54e818e1b","v0.0.1-Alpha"
"DiagonalFences-v21.1.1-1.21.1-NeoForge.jar","False","","NeoForge","diagonalfences, neoforge, minecraft, puzzleslib, diagonalblocks","Diagonal Fences","21.1.1","Fuzs, XFactHD","","MPL-2.0","MPL-2.0","Weak copyleft","https://github.com/Fuzss/diagonalfences","https://github.com/Fuzss/diagonalfences/issues","LICENSE-ASSETS.md; LICENSE.md","d77da342ec4fcdea694911cba068e310a0230621","v0.0.1-Alpha"
"DiagonalWalls-v21.1.2-1.21.1-NeoForge.jar","False","","NeoForge","diagonalwalls, neoforge, minecraft, puzzleslib, diagonalblocks","Diagonal Walls","21.1.2","Fuzs, XFactHD","","MPL-2.0","MPL-2.0","Weak copyleft","https://github.com/Fuzss/diagonalwalls","https://github.com/Fuzss/diagonalwalls/issues","LICENSE-ASSETS.md; LICENSE.md","f2aed3ac68f5cc5e41ccc9d493f2706b0df53296","v0.0.1-Alpha"
"DiagonalWindows-v21.1.1-1.21.1-NeoForge.jar","False","","NeoForge","diagonalwindows, neoforge, minecraft, puzzleslib, diagonalblocks","Diagonal Windows","21.1.1","Fuzs, XFactHD","","MPL-2.0","MPL-2.0","Weak copyleft","https://github.com/Fuzss/diagonalwindows","https://github.com/Fuzss/diagonalwindows/issues","LICENSE-ASSETS.md; LICENSE.md","a2d28a50756a297d77f0a0fb9a015f4c2c501700","v0.0.1-Alpha"
"DimStorage-1.21.1-9.1.1.jar","False","","NeoForge","dimstorage, neoforge, minecraft, edivadlib","DimStorage","9.1.1","Edivad99","I would like to thank Thegaarnik for giving me the opportunity to publish and update this mod.","GNU AGPLv3","AGPL","Strong copyleft","","https://github.com/Edivad99/DimStorage/issues","","b2b89b7ce8f44c957935e26399cbdafc186b6b9b","v0.0.1-Alpha"
"disenchanting_table-merged-1.21.1-5.0.2.jar","False","","NeoForge","disenchanting_table, neoforge, minecraft, monolib","Dis-Enchanting Table","5.0.2","Lupin, Jason13","Thanks to Jared(MultiLoader-Template), Darkhax(Bookshelf), Serilum(Collective) and PacifistMC(Forgix).","Unlicense","Public/Permissive","Permissive","https://github.com/Cursee-Development","","","c054a8bef63addff4d4a9520ec4c7a915c3fc1d1","v0.0.1-Alpha"
"DnDesires-1.21.1-2.3a-BETA.jar","False","","NeoForge","dndesires, neoforge, minecraft, create","Create: Dreams n' Desires","2.3a-BETA","LopyLuna","","MIT & ARR","MIT","Permissive","https://discord.gg/w5VCHxu6Uv","https://github.com/LopyLuna/Create-Dreams-and-Desires/issues","","72635119b4bcc49b050c50d6cbb1abb02bb3982a","v0.0.1-Alpha"
"domum-ornamentum-1.0.234-snapshot-main.jar","False","","NeoForge","domum_ornamentum","Domum Ornamentum","${file.jarVersion}","LDTTeam, OrionDevelopment","","GPL3","GPL","Strong copyleft","","https://github.com/ldtteam/Domum-Ornamentum/issues/new/choose","","e9564ce1269840b4e70791b79c83716a972618df","v0.0.1-Alpha"
"Draconic-Evolution-1.21.1-3.1.4.632.jar","False","","NeoForge","draconicevolution, neoforge, minecraft, computercraft, codechickenlib, brandonscore","Draconic Evolution","3.1.4.632","brandon3055","","CoFH \","CoFH \","Custom - review manually","","","","77ed9323c815433ca99c35b9d0f653d1efc36af5","v0.0.1-Alpha"
"drippy_early_loading_module_neoforge_3.1.2_MC_1.21.1.jar","False","","Unknown / not a mod","","","","","","","UNDECLARED","Unknown","","","","1aa0b076f18e60671c11db2f3d3f8f2c23cd1d04","v0.0.1-Alpha"
"drippyloadingscreen_neoforge_3.1.2_MC_1.21.1.jar","False","","NeoForge","drippyloadingscreen, konkrete, fancymenu, neoforge, minecraft","Drippy Loading Screen","3.1.2","Keksuccino","","DSMSLv3 (DON'T SNATCH MA STUFF LICENSE v3)","DSMSLv3 (DON'T SNATCH MA STUFF LICENSE v3)","Custom - review manually","","","","b47a59369a55f818cadd9e0eeb9352b4028a5e9b","v0.0.1-Alpha"
"dummmmmmy-1.21-2.0.12-neoforge.jar","False","","NeoForge","dummmmmmy, neoforge, minecraft, moonlight","MmmMmmMmmMmm","1.21-2.0.12","Mehvahdjukaar, Bonusboni, Gooigipunch, Plantkillable","MehVahdJukaar","Supplementaries Team License v.1.5","Supplementaries Team License v.1.5","Custom - review manually","","https://github.com/MehVahdJukaar/DuMmmMmmy/issues","","0e69c2a8e4e51df42e45b2d6deb3a855bdf8dce6","v0.0.1-Alpha"
"DungeonCrawl-NeoForge-1.21-2.3.17.jar","False","","NeoForge","dungeoncrawl, neoforge, minecraft","Dungeon Crawl","2.3.17","xiroc","Original Mod by Greymerk (Roguelike Dungeons)","GNU General Public License v3","GNU General Public License v3","Custom - review manually","","https://github.com/xyroc/DungeonCrawl/issues","","3abb84c4fcf1229fced0cc5e88fa6e9baa0aa4a7","v0.0.1-Alpha"
"dungeons-and-taverns-v4.4.4.jar","False","","NeoForge","","","","","","LicenseRef-All-Rights-Reserved","All Rights Reserved","ARR - check terms","","","","249a5bdd0e8622b8a11f88758e6f5fd5fda036a3","v0.0.1-Alpha"
"durabilitytooltip-1.1.6-neoforge-mc1.21.jar","False","","NeoForge","durabilitytooltip, neoforge, minecraft, supermartijn642configlib","Durability Tooltip","1.1.6","SuperMartijn642","","All rights reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/durability-tooltip","https://github.com/SuperMartijn642/DurabilityTooltip/issues","","59a567402d894b46d6abe45831f39dcad5c93342","v0.0.1-Alpha"
"dyenamics-1.21.1-3.4.2.jar","False","","NeoForge","dyenamics, neoforge, minecraft","Dyenamics","1.21.1-3.4.2","LobsterJonn, Hekera, Reda, Cait","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","dc3ef3ca37de6c287180ae81d0328f575698c107","v0.0.1-Alpha"
"dyenamicsandfriends-1.21.1-2.2.2.jar","False","","NeoForge","dyenamicsandfriends, neoforge, minecraft, dyenamics, productivemetalworks, luminax","Dyenamics and Friends","1.21.1-2.2.2","LobsterJonn","","All Rights Reserved","All Rights Reserved","ARR - check terms","","https://github.com/JDKDigital/dyenamicsandfriends/issues","","cc43cabf3d36c33d51bc923f21f819766d3ce75d","v0.0.1-Alpha"
"dysoncubeproject-1.0.5.jar","False","","NeoForge","dysoncubeproject, neoforge, minecraft","Dyson Cube Project","1.0.5","Buuz135","","MIT","MIT","Permissive","","","","d44cd95808bfb583990829da776b69da95b97e6a","v0.0.1-Alpha"
"easy-villagers-neoforge-1.21.1-1.1.42.jar","False","","NeoForge","easy_villagers, neoforge, minecraft, jei, theoneprobe, jade","Easy Villagers","1.21.1-1.1.42","Max Henkel","","All rights reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/easy-villagers","https://github.com/henkelmax/easy-villagers/issues","","5aed99e98bd9cb5a4d3e1ab84b0aa7f590b3a17f","v0.0.1-Alpha"
"EasyAnvils-v21.1.0-1.21.1-NeoForge.jar","False","","NeoForge","easyanvils, neoforge, minecraft, puzzleslib","Easy Anvils","21.1.0","Fuzs","","MPL-2.0","MPL-2.0","Weak copyleft","https://github.com/Fuzss/easyanvils","https://github.com/Fuzss/easyanvils/issues","LICENSE-ASSETS.md; LICENSE.md","376c02e44dfcb44b79a494b1dba87b2ffb24277f","v0.0.1-Alpha"
"EdivadLib-1.21-3.0.0.jar","False","","NeoForge","edivadlib, neoforge, minecraft","EdivadLib","3.0.0","Edivad99","","GNU AGPLv3","AGPL","Strong copyleft","","https://github.com/Edivad99/EdivadLib/issues","","99de3c473aa0120514a27d5a959a81c058e3fbb9","v0.0.1-Alpha"
"electrodynamics-1.21.1-1.0.12.jar","False","","NeoForge","electrodynamics, voltaic","Electrodynamics","1.0.12","aurilisdev, skip999","Thanks to all contributors. Roi Pasteque, FITFC, Quarkrus, JSBurger, 9thCore, goshante.","AURILISDEV LICENSE","AURILISDEV LICENSE","Custom - review manually","https://github.com/aurilisdev/Electrodynamics","https://github.com/aurilisdev/Electrodynamics/issues","","57a4a7d39de2d89affcdf809e50c65f7b35c34a6","v0.0.1-Alpha"
"elevatorid-neoforge-1.21.1-1.11.4.jar","False","","NeoForge","elevatorid, neoforge, minecraft","ElevatorMod","1.21.1-1.11.4","VsnGamer","OpenBlocks Team","MIT","MIT","Permissive","https://github.com/VsnGamer/ElevatorMod","https://github.com/VsnGamer/ElevatorMod/issues/","","87a5504efcd51de55cd4215a103cbfcf717fa022","v0.0.1-Alpha"
"enchdesc-neoforge-1.21.1-21.1.10.jar","False","","NeoForge","enchdesc, neoforge, minecraft, bookshelf, prickle","EnchantmentDescriptions","21.1.10","Darkhax","This project is made possible with Patreon support from players like you. Thank you! lothrazar, Tobias Ward, Keyana , techsquirrel, noobanidus, Darkosto","LGPL 2.1","LGPL","Weak copyleft","https://www.curseforge.com/minecraft/mc-mods/enchantment-descriptions","https://github.com/Darkhax-Minecraft/Enchantment-Descriptions/issues","license_enchdesc.txt","9a06a20881c5feb730aa249666cac2871ca99fda","v0.0.1-Alpha"
"enderdrives-neoforge-1.21.1-1.4.4.jar","False","","NeoForge","enderdrives, neoforge, minecraft, ae2, glodium, extendedae","EnderDrives","1.4.4","STS15","","MIT License","MIT","Permissive","","","LICENSE_EnderDrives","910f3c970434f0def3250e77226b6e3201a3f687","v0.0.1-Alpha"
"enderio-8.2.11-beta.jar","False","","NeoForge","enderio, minecraft, neoforge, endercore, ftbultimine, mekanism, ae2, refinedstorage","Ender IO","8.2.11-beta","CrazyPants, tterrag, HenryLoenwind, MatthiasM, CyanideX, EpicSquid, Rover656, HypherionSA, liliandev, Ferri_Arnus, dphaldes","","CC0","Public/Permissive","Permissive","https://enderio.com/","https://github.com/Team-EnderIO/EnderIO/issues","","87b7218eed2e2f325ddcb8d3ce94a67aabaa17ca","v0.0.1-Alpha"
"endermanoverhaul-neoforge-1.21.1-2.0.3.jar","False","","NeoForge","endermanoverhaul, neoforge, minecraft, resourcefullib, resourcefulconfig, geckolib","Enderman Overhaul","2.0.3","Alex Nijjar, Joosh","","ARR","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/enderman-overhaul","https://github.com/bonsaistudi0s/endermanoverhaul/issues","","f71aa503738f2e23a8d939b7ea9f96f2fe203f11","v0.0.1-Alpha"
"EnderStorage-1.21.1-2.13.0.191.jar","False","","NeoForge","enderstorage, neoforge, minecraft, codechickenlib","EnderStorage","2.13.0.191","ChickenBones, covers1624","","The MIT License (MIT)","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/ender-storage-1-8","https://github.com/TheCBProject/EnderStorage","LICENSE.txt","5b5fc717242a9eb2d8b4a5e57ea1a38446722864","v0.0.1-Alpha"
"energymeter-neoforge-1.21.1-0.4.1.jar","False","","NeoForge","energymeter, minecraft, neoforge, computercraft, guideme","Energy Meter","1.21.1-0.4.1","Almost Reliable","Based on the idea of Quintinity.","All Rights Reserved","All Rights Reserved","ARR - check terms","","https://github.com/AlmostReliable/energymeter/issues","","a0da62682f28ea5550483b6be7c46698a98b1a6a","v0.0.1-Alpha"
"entangled-1.3.21-neoforge-mc1.21.jar","False","","NeoForge","entangled, neoforge, minecraft, supermartijn642corelib, supermartijn642configlib","Entangled","1.3.21","SuperMartijn642","","All rights reserved","All Rights Reserved","ARR - check terms","https://www.curseforge.com/minecraft/mc-mods/entangled","https://github.com/SuperMartijn642/Entangled/issues","","72d63d64ee774b89302e0d6b220757ba11b6ec4f","v0.0.1-Alpha"
"entityculling-neoforge-1.10.5-mc1.21.1.jar","False","","NeoForge","entityculling, minecraft, neoforge","EntityCulling","1.10.5","tr7zw","","tr7zw Protective License","tr7zw Protective License","Custom - review manually","https://modrinth.com/mod/entityculling","https://github.com/tr7zw/EntityCulling/issues","LICENSE; LICENSE-EntityCulling","420d0006dbc0a20b1c2dd0b3c7c20ddb5cc51fcf","v0.0.1-Alpha"
"escalated-1.3.1-mc.1.21.1.jar","False","","NeoForge","escalated, neoforge, minecraft, create, sable","Create: Escalated","1.3.1","rbasamoyai","","MIT","MIT","Permissive","","https://github.com/Create-In-Locomotion/Create-Escalated/issues","","61ec92d76896273d10bb8a7098de9b75af8d9937","v0.0.1-Alpha"
"eternalstarlight-0.8.1+1.21.1+neoforge.jar","False","","NeoForge","eternal_starlight, neoforge, minecraft","Eternal Starlight","0.8.1+1.21.1+neoforge","LeoLezury","","MIT","MIT","Permissive","","","","7deb37b78198efafb053ca84551b3a7d573a2737","v0.0.1-Alpha"
"EuphoriaPatcher-1.9.3-r5.8.1-neoforge.jar","False","","NeoForge","euphoria_patcher, neoforge, minecraft","Euphoria Patcher","1.9.3-r5.8.1-neoforge","SpacEagle17","","MPL-2.0","MPL-2.0","Weak copyleft","https://euphoriapatches.com","https://euphoriapatches.com/discord","META-INF/LICENSE.txt; META-INF/NOTICE.txt; META-INF/LICENSE","a8e8a45390d30b82f722acc669d5cb2a5d9fff79","v0.0.1-Alpha"
"everythingbugs-0.0.1.jar","False","","NeoForge","everythingbugs, neoforge, minecraft, modern_industrialization, voltaic, tfmg, ballistix","Everything Bugs","0.0.1","Forge Everything Team","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","63737ea1ebbe88f9366a22612e277c3a3e073ff6","v0.0.1-Alpha"
"everythingcopper-1.21.1-2.4.5.jar","False","","NeoForge","everythingcopper, neoforge, minecraft","Everything is Copper","1.21.1-2.4.5","LobsterJonn","","All Rights Reserved","All Rights Reserved","ARR - check terms","","","","b1e47814467032ed8d24f5a2ce3f466e44be9239","v0.0.1-Alpha"
"everythingores-0.0.1.jar","False","","NeoForge","everythingores, neoforge, minecraft","Everything Ores","0.0.1","","","MIT","MIT","Permissive","","","","0e0e98b2e99c4499f67a369e7b246829d8140b37","v0.0.1-Alpha"
"evilcraft-1.21.1-neoforge-1.2.89.jar","False","","NeoForge","evilcraft, cyclopscore, neoforge, minecraft, evilcraftcompat","EvilCraft | EvilCraft-Compat","1.2.89 | 1.1.0","rubensworks (aka kroeser)","","MIT","MIT","Permissive","https://www.curseforge.com/minecraft/mc-mods/evilcraft","https://github.com/CyclopsMC/EvilCraft/issues","","768e947a89b02af690cdfac8a4ce6b4145cc4933","v0.0.1-Alpha"
"explore_ruins_aether-1.0.0-neoforge-1.21.1.jar","False","","NeoForge","explore_ruins_aether, neoforge, minecraft","Explore Ruins Aether","1.0.0","NoCube","https://modrinth.com/mod/explore-ruins-aether","Not specified","Not specified","Custom - review manually","https://curseforge.com/minecraft/mc-mods/explore-ruins-aether","","","c4de6d0104090df656634afc03f3b1b05c6b33e1","v0.0.1-Alpha"
"ExplorersCompass-1.21.1-3.4.0-neoforge.jar","False","","NeoForge","explorerscompass, neoforge, minecraft","Explorer's Compass","1.21.1-3.4.0-neoforge","ChaosTheDude","","CC BY-NC-SA 4.0","CC BY-NC-SA","CC (non-commercial)","https://github.com/MattCzyr/ExplorersCompass","https://github.com/MattCzyr/ExplorersCompass/issues","","9f62af344988a6e2d855b113e61cf0e1611c7e0f","v0.0.1-Alpha"
"Explorify v1.6.5.mod.jar","False","","NeoForge","explorify, minecraft","Explorify","1.6.5","bebebea_loste","","ARR","All Rights Reserved","ARR - check terms","https://modrinth.com/datapack/explorify","","","5fb28be29200a41b034e423d87823eb19ad651cd","v0.0.1-Alpha"
"extended-industrialization-1.15.45-1.21.1.jar","False","","NeoForge","extended_industrialization, neoforge, modern_industrialization, emi, tesseract_api, accessories, curios","Extended Industrialization","1.15.45-1.21.1","Swedz","","MIT","MIT","Permissive","https://github.com/Swedz/Extended-Industrialization","https://github.com/Swedz/Extended-Industrialization/issues","LICENSE","f8f2f4b51066b600b5cf7c0ba980386a834c2ef7","v0.0.1-Alpha"
"ExtendedAE-1.21-2.2.29-neoforge.jar","False","","NeoForge","extendedae, neoforge, minecraft, ae2, guideme, glodium, ae2wtlib_api, ae2wtlib","ExtendedAE","1.21-2.2.29-neoforge","GlodBlock","Sea_Kerman for models, Ridanisaurus for the new textures, gt147532689 for Chinese(simplified) translation, nekitbrush for Russian translation","LGPL-3.0","LGPL","Weak copyleft","https://github.com/GlodBlock/ExtendedAE","https://github.com/GlodBlock/ExtendedAE/issues","","c8181dfc8fad5fc5dd4e119c8fbe269b5248815c","v0.0.1-Alpha"
"extra_gauges-2.1.2.jar","False","","NeoForge","extra_gauges, neoforge, minecraft, create, deployer","Create: Extra Gauges","2.1.2","Liukrast, Francywott","","MIT","MIT","Permissive","https://liukrast.net/","https://github.com/LIUKRAST/CreateExtraGauges/issues","","d6bc0896c33213d6b5623dba053dab2df9502bd4","v0.0.1-Alpha"
"ExtraDisks-1.21.1-4.0.15.jar","False","","NeoForge","extradisks, neoforge, minecraft, refinedstorage, refinedstorage_mekanism_integration","Extra Disks","1.21.1-4.0.15","MelanX","","The Apache License, Version 2.0","Apache-2.0","Permissive","https://github.com/ChaoticTrials/ExtraDisks","https://github.com/ChaoticTrials/ExtraDisks/issues","","d2b4a80b1770e8cae2bc233774ed7ed4abd81510","v0.0.1-Alpha"
"extraspecialcore-1.2.2+1.21.1-neoforge.jar","False","","NeoForge","extraspecialcore, neoforge, minecraft","ExtraSpecialCore","1.2.2","Extra_Special_K, TWGMike, Manialate","","MIT","MIT","Permissive","https://unbound.creatopia.uk","","","9960370cb74d8ed5426e825f85d95d43ce2c278b","v0.0.1-Alpha"
"ExtraStorage-1.21.1-5.0.10.jar","False","","NeoForge","extrastorage, neoforge, minecraft, refinedstorage, edivadlib","ExtraStorage","5.0.10","Edivad99","","GNU AGPLv3","AGPL","Strong copyleft","","https://github.com/Edivad99/ExtraStorage/issues","","a3023c6c2db29c6551b0a8bcd9ab12f0eeeca093","v0.0.1-Alpha"
"ExtremeReactors2-1.21.1-2.4.9.jar","False","","NeoForge","bigreactors, minecraft, neoforge, zerocore","Extreme Reactors","1.21.1-2.4.9","ZeroNoRyouki","","MIT","MIT","Permissive","","https://github.com/ZeroNoRyouki/ExtremeReactors2","","9a079dfcbb4fa350dfbe76b2674d20f1028cad62","v0.0.1-Alpha"
"ExtremeSoundMuffler-3.56_NeoForge-1.21.jar","False","","NeoForge","extremesoundmuffler, neoforge, minecraft","Extreme Sound Muffler","3.56","LeoBeliik","","GNU LESSER GENERAL PUBLIC LICENSE","GNU LESSER GENERAL PUBLIC LICENSE","Custom - review manually","","https://github.com/LeoBeliik/ExtremeSoundMuffler/issues","","f8b558f8c464f202f4a88a44332b3a495c0dc727","v0.0.1-Alpha"
"factory_blocks-neoforge-1.4.0+mc1.21.1.jar","False","","NeoForge","factory_blocks, minecraft, neoforge, architectury","Factory Blocks","1.4.0+mc1.21.1","slaincow","","MIT","MIT","Permissive","","https://github.com/matthewperiut/Chisel-Reborn/issues","","51fa93c3b0978f4f7e3b801bea6822ec72522e50","v0.0.1-Alpha"
